timestamp,visitorid,event,itemid,transactionid,item_type
1441897540812,1243688,view,72941,,bags
1436624859276,195713,view,362606,,clothing
1431641184073,570643,view,300314,,shoes
1434823898816,769831,view,243136,,accessories
1431564969273,520318,view,101845,,bags
1438475498242,836138,view,288387,,bags
1432907577597,714570,addtocart,19185,,shoes
1439229960268,347148,view,97257,,jewelry
1441691646666,980855,view,48903,,jewelry
1438126900570,932826,view,91105,,shoes
1436499444324,241713,view,44465,,accessories
1431468859181,245259,view,102306,,bags
1432511733521,612877,view,412747,,accessories
1441767113129,1302800,view,195854,,accessories
1438907150351,642923,view,303960,,accessories
1441670159248,1143935,view,362574,,bags
1431050303531,934274,view,49420,,shoes
1437174138093,1174978,view,374835,,shoes
1434393632852,198737,addtocart,385534,,bags
1441998627239,1060942,view,369000,,accessories
1431802194867,414464,view,248552,,clothing
1439015644741,159797,view,384115,,clothing
1431902912756,743454,view,180588,,accessories
1436238396479,1008039,view,169229,,accessories
1442007747287,1206108,view,170074,,shoes
1436591004227,310200,view,214790,,clothing
1437605784290,773469,view,104537,,jewelry
1431825843794,1318892,view,270144,,accessories
1438398349508,472958,view,453618,,clothing
1434471514017,347139,view,204038,,shoes
1431983796815,1109038,view,230055,,jewelry
1433879324243,1034631,view,270289,,accessories
1432065482065,937463,transaction,260426,7448.0,clothing
1438467984651,829236,view,60500,,bags
1434666903921,1312056,view,27216,,accessories
1435255387726,1150086,view,61292,,jewelry
1436753274281,17067,view,354714,,clothing
1433287303370,705453,view,271326,,jewelry
1430631453426,818131,view,302242,,jewelry
1433042408399,905333,view,256695,,accessories
1433035717134,251992,view,293139,,accessories
1441418207131,16689,view,464980,,bags
1439002126703,479518,view,252239,,shoes
1431641893498,1407397,view,111530,,jewelry
1438175730571,435818,view,425899,,bags
1436396575356,966667,view,252344,,accessories
1431640416984,590254,view,50357,,bags
1439601327977,181226,view,116811,,shoes
1438041427528,28631,view,216044,,shoes
1432927367890,281285,view,303229,,accessories
1439933050825,1114168,view,80040,,jewelry
1435537199430,995174,view,92178,,accessories
1434481260387,71350,view,66145,,shoes
1436058973462,1136870,view,276035,,shoes
1433710354925,1126552,view,130599,,accessories
1439407643333,1236353,view,46396,,clothing
1441473069953,696141,view,354023,,clothing
1434126333460,716510,view,95426,,shoes
1434565394036,867161,view,94442,,bags
1433340653661,150792,view,154054,,shoes
1436691692142,805200,view,275079,,accessories
1436826066258,851696,view,32612,,bags
1431291133580,702161,view,319886,,accessories
1436319990540,315316,view,256873,,shoes
1431916569836,270726,view,129637,,clothing
1435085495708,268916,view,256721,,shoes
1441690516479,436023,view,256665,,shoes
1435931633101,914479,view,367490,,jewelry
1433890374607,1085647,view,466118,,accessories
1439834775078,1041441,view,132729,,clothing
1434915021860,554468,view,227880,,clothing
1439246290660,536982,view,438118,,bags
1440602163141,283582,view,336891,,clothing
1431642620328,913004,view,338541,,jewelry
1434472565716,1094077,view,238994,,clothing
1441094243446,1128087,view,194180,,clothing
1436596257894,515929,view,456915,,accessories
1433056059991,95545,view,364612,,shoes
1440535771732,221702,view,270532,,jewelry
1435884634543,1170842,view,81221,,clothing
1436309979811,375593,view,101494,,bags
1433579816838,528220,view,390591,,shoes
1434432659675,469528,view,63092,,jewelry
1435253850321,261370,view,454896,,jewelry
1436571646121,772882,view,206657,,jewelry
1438881739914,688597,view,7943,,bags
1441679939717,1394113,view,236786,,accessories
1436745014820,785054,view,407046,,clothing
1438212140159,770866,view,106350,,jewelry
1437666813796,548104,view,384302,,jewelry
1435952084665,1250303,view,358652,,accessories
1433459910617,964176,view,64872,,shoes
1433080948738,196134,view,260650,,jewelry
1433982959061,147648,view,335041,,clothing
1438656084274,245682,view,300498,,jewelry
1432871847413,270450,view,332247,,bags
1436658274358,795539,view,240262,,bags
1440196868449,412637,view,109001,,bags
1440711362180,1250950,view,352471,,shoes
1440736059660,1059796,view,172063,,shoes
1436062916991,246452,view,192333,,clothing
1437190917185,103637,view,212734,,clothing
1440043916275,239436,view,235047,,bags
1440405658171,218098,view,319602,,shoes
1438019138286,809501,view,287586,,jewelry
1438713190384,945636,view,73297,,clothing
1430850585947,150304,view,245333,,bags
1433791419965,520012,view,461024,,bags
1434837443498,406046,view,78010,,clothing
1432744686617,895915,view,228180,,clothing
1435019267178,1160986,view,330588,,bags
1438220947206,446413,view,105815,,accessories
1431152189908,1111141,view,408139,,accessories
1440948979977,687549,view,248840,,jewelry
1432573941274,1377600,view,342530,,clothing
1436907678271,1335691,view,150373,,bags
1441815548013,904426,view,79378,,shoes
1440562601731,243370,view,325524,,clothing
1438567073013,1272177,view,241782,,bags
1442246529672,428185,view,27216,,clothing
1432742824556,474308,view,296989,,shoes
1440514792185,122186,view,48390,,accessories
1435009783211,1227627,view,213338,,accessories
1434841533058,1169882,view,345034,,shoes
1435092238194,735424,view,362447,,bags
1435178633185,1138611,view,9199,,shoes
1441202136178,875380,view,335516,,jewelry
1441528070617,1172722,view,74861,,jewelry
1430921207848,556298,view,228418,,jewelry
1437653723127,673910,view,184808,,shoes
1431823728348,1218288,addtocart,181527,,accessories
1439268715716,498237,view,443875,,jewelry
1430959392872,563388,view,318333,,bags
1434925646104,329243,view,282009,,bags
1434778725677,484576,view,387176,,jewelry
1434509715253,808848,view,428556,,shoes
1430805163949,1302410,view,94109,,clothing
1438106123328,317119,view,12217,,clothing
1432762928424,771787,view,179499,,shoes
1437597689410,737583,view,247601,,accessories
1433384324331,1151156,view,126642,,accessories
1437231699614,384393,view,129068,,bags
1441458688844,575240,view,165996,,bags
1434556754234,1341101,view,361103,,clothing
1431033986940,549949,view,96780,,bags
1432084433407,380954,view,441719,,clothing
1436228385149,1322380,view,348160,,accessories
1438273816210,744550,view,280460,,accessories
1432365616156,707464,view,100172,,accessories
1438758391975,1064487,view,418279,,jewelry
1436917576406,625167,view,390826,,clothing
1437845406093,1404405,view,439995,,shoes
1434293832957,1203822,view,232497,,shoes
1431016662412,484421,view,213876,,clothing
1436998853532,76113,view,243855,,accessories
1435448017080,89636,view,171771,,jewelry
1439934092504,370393,view,229537,,jewelry
1432308663092,383631,view,309821,,accessories
1441122359419,200496,view,126332,,clothing
1435541615982,903218,view,61303,,shoes
1435802368966,297715,view,269170,,shoes
1435618623450,371606,view,414654,,bags
1437748116514,86908,view,142589,,jewelry
1435095218997,613145,view,410279,,bags
1435169078142,834762,view,200435,,jewelry
1431972807048,1308326,view,29823,,bags
1437887354676,771175,view,262211,,shoes
1434725997043,819774,view,270886,,bags
1437684321246,856943,view,314420,,jewelry
1439568447582,458125,view,152433,,clothing
1440640468824,236963,view,268755,,jewelry
1433538901548,61548,view,144213,,accessories
1437516358429,345743,view,339089,,bags
1433735878109,374772,view,208460,,shoes
1436995346934,302243,view,321850,,shoes
1436229628871,228075,view,370653,,jewelry
1436703186951,1264781,view,123688,,clothing
1440737686696,625791,view,463351,,shoes
1435128396981,969827,view,33267,,bags
1435805189198,1005851,view,413999,,shoes
1435181871354,948752,view,380527,,bags
1439067581252,1055121,view,316351,,clothing
1432357898847,42492,view,227489,,jewelry
1442163410516,1080032,view,374585,,clothing
1437951236876,1076349,view,137863,,clothing
1440803538722,765559,view,130709,,accessories
1433172533548,369898,view,303517,,bags
1437879421993,613378,view,11131,,bags
1440626220615,164460,view,130352,,bags
1432585123175,766358,view,389135,,jewelry
1432160428956,1014519,view,332159,,shoes
1434927083977,779995,view,249881,,bags
1440179690869,600728,view,289232,,accessories
1433388919068,409636,view,238994,,jewelry
1441726456819,1177366,view,175600,,clothing
1436069209963,1190900,view,227350,,jewelry
1436460860617,349912,view,169811,,shoes
1438843845729,406054,view,245573,,clothing
1439272069231,491334,view,121699,,bags
1435081016344,117929,view,446409,,clothing
1431989752285,1147759,view,139608,,shoes
1439305736107,237808,view,446321,,bags
1432077573690,76757,view,116589,,jewelry
1431583376581,1264358,view,385705,,bags
1434294201040,242508,view,98061,,jewelry
1434635323328,885139,view,416007,,bags
1433522119604,939366,view,415062,,clothing
1432700892875,448516,view,97890,,clothing
1433961822359,268223,view,171257,,shoes
1438016878990,564210,view,371292,,jewelry
1441352248553,992559,view,77890,,bags
1432306063112,563777,view,387545,,accessories
1437698942963,250961,view,246196,,accessories
1440305172254,455143,view,221055,,shoes
1432139878904,926911,view,108984,,clothing
1437328856714,467595,view,332175,,bags
1434850187200,930269,view,37554,,bags
1439675938651,469946,view,233156,,shoes
1432276916084,152635,view,103236,,shoes
1433251597907,770544,view,175668,,accessories
1432865266842,168685,view,111530,,bags
1432233329094,877374,view,246579,,bags
1440785535479,873815,view,20043,,accessories
1435600648948,1310199,view,380511,,accessories
1437791795549,923581,view,290999,,shoes
1440762583989,290146,view,428232,,shoes
1438286043672,1271752,view,315734,,bags
1440400414991,708399,view,242796,,accessories
1435375462532,837414,view,182283,,shoes
1439911577037,697780,view,100082,,clothing
1439926157870,983871,view,212333,,accessories
1436919070836,338825,view,174886,,accessories
1441494129731,512033,transaction,276821,11897.0,shoes
1438660762558,267639,view,183342,,jewelry
1438574061038,57619,view,434105,,accessories
1437085932180,695952,view,222077,,jewelry
1438836516441,270877,view,252586,,clothing
1438118770613,21205,view,349611,,accessories
1437444805560,564156,view,159542,,accessories
1435459339837,1040296,view,272770,,shoes
1432342443961,2748,view,394181,,bags
1431330581776,208619,view,356129,,shoes
1441312693609,1213423,view,275294,,bags
1434818433231,1285850,view,138778,,accessories
1436217675925,505506,view,71952,,clothing
1432008120828,717756,view,264256,,accessories
1434065325278,1353906,view,239583,,bags
1441162654191,1014699,view,244252,,jewelry
1441925933619,193841,view,245085,,shoes
1433856629956,839054,view,18573,,jewelry
1440874419410,985034,view,315393,,accessories
1432844410752,195721,view,442131,,bags
1439905926689,1107403,view,394678,,clothing
1432174801416,504266,view,441835,,jewelry
1436923357017,936397,view,44411,,accessories
1441170804959,713702,view,129065,,accessories
1432853968533,86492,view,79124,,shoes
1440441528183,331115,view,67879,,shoes
1431559353170,1337665,view,397311,,clothing
1434923027504,1140205,view,66737,,bags
1432141369391,778373,view,464180,,clothing
1437885110534,719958,view,458159,,shoes
1432231146589,1370595,view,358441,,shoes
1436216574589,887448,view,19752,,bags
1435986385456,1110605,view,143774,,clothing
1435290217683,633961,view,66329,,jewelry
1438814537389,306813,view,171882,,accessories
1441317339359,705659,view,213568,,bags
1438671585374,630374,view,187849,,jewelry
1435375473025,722618,view,128805,,clothing
1437451219693,1072287,view,122529,,shoes
1436905157348,371606,view,134191,,jewelry
1441381522989,914082,view,105108,,bags
1439696049799,1090453,view,129138,,clothing
1441813597462,1288206,view,219341,,bags
1435091572561,613701,view,461538,,accessories
1435644596795,1274890,view,430657,,shoes
1438818644669,631965,view,148652,,shoes
1438108949891,1250902,view,432441,,shoes
1438282999364,937615,view,262063,,bags
1435102436761,568647,view,284525,,bags
1433307992335,686193,view,336131,,bags
1438039409199,163889,view,257146,,jewelry
1441285779095,56105,view,9338,,jewelry
1441637580473,1379084,view,255430,,bags
1438524330268,81199,view,328614,,bags
1434513042738,89150,view,205605,,jewelry
1432791547741,934247,view,433699,,bags
1434158648598,1405031,view,213893,,accessories
1432855509435,511517,view,384626,,jewelry
1440787360450,785226,view,7234,,jewelry
1431721459867,721535,view,224462,,clothing
1434055500442,636655,view,309778,,jewelry
1430854756632,348522,view,202605,,clothing
1435556683351,1286786,view,337520,,jewelry
1437680012436,227455,view,169389,,bags
1437782211954,1214395,view,255351,,clothing
1436897140082,830905,view,224900,,jewelry
1438387414722,589620,view,212284,,clothing
1433798356452,429342,view,430292,,shoes
1439925670004,168013,view,31791,,jewelry
1431923050731,10718,view,417243,,shoes
1433894421421,77390,view,314642,,bags
1436936228012,534939,view,108241,,clothing
1435281505455,622717,view,211418,,clothing
1438463474909,931410,view,93144,,accessories
1436131912117,212007,addtocart,445161,,jewelry
1438012233468,743804,view,387451,,bags
1434668420459,836635,view,44220,,shoes
1441824487031,999183,view,352672,,bags
1438700865558,1192375,view,65240,,shoes
1430682079133,167395,view,112782,,shoes
1430863419946,1382386,view,42968,,accessories
1438097224991,1208187,addtocart,124264,,bags
1433144258313,734058,view,36656,,accessories
1435598095989,334050,view,393854,,jewelry
1440259416314,1034885,view,207493,,jewelry
1435088346377,1213070,view,389706,,jewelry
1437857265892,1272130,view,158666,,clothing
1437499005495,1337215,view,244315,,bags
1431992396263,641460,view,12948,,bags
1432411753954,814570,view,289694,,bags
1440308632813,28197,view,79846,,jewelry
1438111835785,177981,view,274975,,clothing
1439314853980,812611,view,365673,,clothing
1435127108596,1021566,view,312613,,clothing
1441255812480,887168,transaction,315387,11388.0,clothing
1437962330523,1154717,view,133907,,clothing
1434681775186,362912,addtocart,305188,,clothing
1438886553272,497261,view,187946,,clothing
1439256511319,177147,view,47431,,shoes
1434153918528,252081,view,85013,,shoes
1437687456095,947782,view,324512,,shoes
1441728602685,1138041,view,410465,,clothing
1432826632648,381110,view,225004,,clothing
1431997994861,183234,view,140861,,shoes
1439845614659,296713,view,153250,,shoes
1439613393200,1098577,view,411798,,jewelry
1437167278213,988511,view,276452,,jewelry
1441000046421,589028,addtocart,181242,,shoes
1434428047555,185694,view,322366,,shoes
1432427060084,1268820,view,396284,,shoes
1440274123608,378544,view,273661,,shoes
1434241860840,416194,view,272770,,shoes
1438902544536,999422,view,345104,,bags
1439226862656,583637,view,360238,,jewelry
1439390624650,1341887,view,62496,,bags
1431885436016,721596,view,292059,,shoes
1441910775509,620022,view,91885,,bags
1440477814223,590499,view,36408,,shoes
1431650760456,396230,view,890,,bags
1438462634701,1391726,view,243247,,accessories
1440285214956,987204,view,442474,,jewelry
1434387323613,262123,view,359152,,jewelry
1436298948129,1294931,view,105666,,bags
1435332687744,226667,view,312427,,accessories
1434042637601,616388,view,407103,,shoes
1441330926584,1039495,view,107184,,clothing
1436897591156,146457,view,12040,,bags
1431559840842,121914,view,277236,,bags
1436221682946,302748,view,360825,,clothing
1441220007087,1031200,view,362362,,jewelry
1433894003380,552087,view,442222,,accessories
1435090574582,114143,view,358669,,shoes
1438363518073,388200,view,322717,,jewelry
1434921984988,520312,view,3223,,jewelry
1435657148550,395525,view,27141,,jewelry
1431552510525,250397,view,96924,,bags
1431448725469,227091,view,217286,,shoes
1436957023011,163008,view,102828,,bags
1432155349901,1207734,view,205604,,clothing
1431895205133,135074,view,206528,,accessories
1431801244905,1169658,view,404034,,shoes
1438406268679,614477,view,149907,,shoes
1437748230145,1363323,view,399133,,jewelry
1434836744595,872514,view,187618,,clothing
1437533357846,1150086,view,209125,,shoes
1439262097780,655861,addtocart,150103,,bags
1442237355425,1385133,view,218746,,bags
1439350629785,349428,view,366070,,bags
1435749890951,3873,view,331270,,jewelry
1440739274446,490121,view,239529,,clothing
1438573400607,619123,view,128296,,accessories
1431467726742,998878,view,169067,,clothing
1436830069778,152846,view,299817,,clothing
1431984304779,1008246,view,305678,,jewelry
1436797597179,1149200,view,322301,,jewelry
1434072041066,610822,view,286835,,jewelry
1433626767907,924903,view,28717,,shoes
1433622156141,247679,view,399531,,jewelry
1433093141898,731424,view,394052,,jewelry
1440947796904,448930,view,14939,,bags
1441837911567,1360073,view,68923,,shoes
1433435599689,774489,view,461493,,shoes
1432602984898,675335,view,334302,,jewelry
1439919056721,1371114,view,422671,,shoes
1431816941841,484836,view,217239,,accessories
1431695119431,1281135,view,247879,,clothing
1440001070169,705653,view,289103,,bags
1434161409502,701887,view,371780,,shoes
1441995895708,1323386,view,181067,,accessories
1434502551385,1098538,view,292897,,jewelry
1440788673787,936904,addtocart,363491,,bags
1431053450836,229077,view,439913,,accessories
1440950080996,295417,view,131874,,jewelry
1435540302556,13004,view,19867,,accessories
1434000961221,901952,view,435758,,jewelry
1437858006327,1309636,view,337615,,jewelry
1434176568157,1317891,view,251394,,accessories
1430894942546,849260,view,84160,,accessories
1438896367214,118074,view,166117,,shoes
1439688521764,1336121,view,13413,,accessories
1431269843407,1227377,view,185390,,shoes
1436214228274,1334165,view,294614,,jewelry
1442341504366,627506,view,450760,,shoes
1438096094897,986575,view,2775,,accessories
1438885938902,1081103,view,307074,,bags
1440657143742,787835,view,30167,,clothing
1442422075977,545424,view,55537,,accessories
1433908206294,141405,view,439803,,shoes
1431482906364,1238566,view,98100,,bags
1441053227398,899857,view,76512,,clothing
1438950199724,1025576,view,298640,,clothing
1437498633816,1150086,transaction,418606,17448.0,shoes
1433698232304,284503,view,451678,,shoes
1437854216408,61732,view,271801,,accessories
1436389557720,172364,view,30551,,clothing
1430760776052,1212821,view,257070,,bags
1436023662482,52171,view,458749,,clothing
1440032179899,72052,view,78153,,shoes
1433401883067,58092,view,319613,,bags
1439706817505,291869,view,387265,,clothing
1436460006115,610738,view,304474,,jewelry
1441000077034,1330504,view,305520,,jewelry
1438800032168,1238212,view,50377,,accessories
1438654407037,421829,view,370653,,jewelry
1438010422477,1306116,view,352509,,shoes
1436752570113,765577,view,67387,,jewelry
1439126336125,1325877,view,388151,,accessories
1433963817369,943074,view,194396,,jewelry
1437668415495,679312,view,440912,,accessories
1435617856191,354305,view,239006,,accessories
1441857330778,418515,view,386400,,bags
1432582636690,566705,view,264284,,clothing
1434345819831,342122,view,315470,,accessories
1438137836911,773416,view,244970,,jewelry
1440278473460,1114364,view,167534,,clothing
1432063076642,413200,view,373092,,jewelry
1438057869952,619255,view,2992,,shoes
1437128438655,613300,view,198711,,bags
1441433698939,427150,view,397311,,jewelry
1436228145416,392752,view,419371,,jewelry
1431029186144,1107100,view,315763,,shoes
1431914188134,803344,view,390249,,bags
1437451906913,257783,view,455029,,jewelry
1437269216755,314876,view,158314,,clothing
1434574220860,215465,view,47526,,shoes
1434131223575,993519,view,161025,,clothing
1441852069107,90833,view,23683,,accessories
1440775788243,413589,view,115631,,shoes
1432573522497,1203748,addtocart,462773,,bags
1433356065237,173136,view,178294,,bags
1435771039296,186673,view,63925,,clothing
1439837961450,1250962,view,131504,,bags
1438958619492,444777,view,96376,,accessories
1435351779944,722948,view,399192,,bags
1431377390877,259928,view,328370,,shoes
1440182068455,1049646,view,96940,,bags
1440456449558,808412,view,141908,,bags
1431570038648,27253,view,298499,,bags
1441859668564,803581,view,276383,,bags
1437164651049,146895,view,197754,,accessories
1439623336289,764062,view,308561,,clothing
1437066232245,989256,view,294705,,bags
1432089804739,1190664,view,141241,,bags
1432023881561,509081,view,258262,,jewelry
1437512450985,203841,view,219488,,shoes
1431555502942,350190,view,161177,,bags
1435705579629,569055,view,257111,,bags
1439778770814,1325899,view,406864,,shoes
1441581826699,794152,view,132683,,accessories
1439499305221,1179521,view,133670,,jewelry
1438980667629,118033,view,12057,,shoes
1433877356835,1309422,view,423851,,jewelry
1441149278714,1013518,view,173764,,bags
1431062491699,971451,view,8580,,bags
1432171042196,12470,view,372405,,clothing
1442430175484,938529,view,311241,,accessories
1435566966400,818268,view,278259,,jewelry
1431369889983,170277,view,390591,,bags
1441039114839,381477,view,57868,,accessories
1440789458437,1381286,view,95636,,bags
1431055849508,25404,view,331446,,shoes
1439579832516,651101,view,187946,,bags
1440699897893,48244,view,409584,,accessories
1440884687477,326735,view,440152,,jewelry
1431911025487,1219664,view,372124,,jewelry
1436197328314,967700,view,331713,,bags
1434498195141,983480,view,326436,,shoes
1441660331512,389908,view,451589,,clothing
1430680054294,654200,view,130822,,clothing
1430750026118,292542,view,51378,,jewelry
1437490434993,153361,view,126993,,bags
1441207941658,487618,view,383450,,bags
1440635572959,848633,view,321054,,jewelry
1432215967266,1394961,view,97307,,accessories
1430673870676,759407,view,65273,,jewelry
1436211385012,989705,view,292825,,accessories
1432659286272,745970,view,95671,,jewelry
1438078880348,234727,view,19076,,clothing
1433042553042,1129493,view,65633,,bags
1438292171792,963142,view,230382,,accessories
1431286886819,1016356,transaction,103375,4965.0,shoes
1431744973859,424192,view,213695,,clothing
1434486790734,80644,view,124721,,clothing
1441666647683,1041794,view,249652,,clothing
1435298614872,636265,view,46232,,jewelry
1438638351928,431333,view,157743,,bags
1441126002229,557892,view,447215,,bags
1436817121414,792205,view,290999,,clothing
1430958136704,820433,view,247578,,clothing
1435590813525,1379028,view,14671,,clothing
1430879092787,1032273,view,211136,,jewelry
1431225011290,147250,view,377106,,clothing
1435215753554,347756,view,66078,,accessories
1441784706373,807904,view,185677,,shoes
1437020266782,536382,view,449665,,shoes
1439644864395,313480,view,385758,,clothing
1439503567742,1225351,view,323760,,jewelry
1431622239056,444607,view,369000,,bags
1433899702934,1299470,view,245278,,shoes
1430765836254,850991,view,151043,,bags
1437841561088,528588,view,215156,,bags
1440433886171,761244,view,166052,,shoes
1435670751492,591886,view,6398,,jewelry
1433904651552,381414,view,365299,,bags
1442418119221,866954,view,243343,,clothing
1442019828725,1110568,view,254477,,clothing
1432292011039,1137079,view,442837,,bags
1439233227524,892013,view,406840,,jewelry
1442064072224,851116,view,26185,,shoes
1432741369704,163561,view,156061,,jewelry
1436634039827,606916,view,297863,,jewelry
1439681195259,398155,view,137959,,jewelry
1440998740345,801064,view,327026,,jewelry
1434478330248,57400,view,418757,,jewelry
1439826938609,169461,view,340731,,shoes
1437520549035,213447,view,4451,,jewelry
1440168325723,229933,view,147671,,bags
1435092717563,1284508,view,227198,,shoes
1431678285325,235359,view,91755,,clothing
1438543605508,215786,view,361155,,bags
1431846772965,1389609,view,201927,,bags
1437352497593,1103051,view,461740,,shoes
1437154808324,662594,view,283986,,accessories
1435601650554,885511,view,344723,,accessories
1431887453801,1094995,view,319962,,shoes
1434846975929,609984,view,156811,,bags
1441650720220,1062210,view,209994,,accessories
1434338089171,1146582,view,382128,,bags
1441943231271,675930,view,30558,,clothing
1435528419515,94781,view,256721,,shoes
1441208565219,1339068,view,358691,,bags
1441039060772,1069411,view,253156,,bags
1434033584614,544989,view,245818,,accessories
1431999380646,10568,view,308468,,jewelry
1434778745543,712498,view,113243,,jewelry
1433738716403,214431,view,189600,,bags
1434091408936,69137,view,432742,,bags
1433648453237,523883,view,463236,,shoes
1440319179655,559179,view,345179,,jewelry
1433199810463,331130,view,393419,,shoes
1440209205488,380181,view,245818,,clothing
1436572467480,957913,view,146441,,bags
1438996059825,596029,view,202700,,jewelry
1441925575092,1040985,view,208691,,bags
1433298323093,260584,view,306551,,accessories
1437491532940,131543,view,11443,,accessories
1436387605348,659384,view,133505,,clothing
1440625497276,1115975,view,22791,,bags
1436629480850,519839,view,50284,,bags
1437399260532,35978,view,150117,,bags
1430679551361,1224313,view,68470,,bags
1439335060515,152963,view,141755,,bags
1440357683245,123695,view,419724,,bags
1435772580479,1013539,view,49257,,bags
1438968021569,1041197,view,181780,,accessories
1438707036775,1323222,view,228285,,accessories
1432863937557,551250,view,347521,,shoes
1431800334590,572936,view,303615,,shoes
1440793851824,486411,view,139312,,shoes
1433695754417,1151361,view,439194,,shoes
1435362917050,442505,view,313782,,clothing
1441252530458,894453,view,150183,,clothing
1435499177341,446399,view,284734,,jewelry
1434400239162,39747,view,92750,,clothing
1441162446888,852797,view,378567,,shoes
1440530480035,1301547,view,298807,,bags
1440516544757,1014497,view,91755,,accessories
1436847673450,1237582,view,69533,,clothing
1439008147975,1315770,view,41794,,clothing
1435866711594,1257709,view,280895,,jewelry
1439491938064,771361,view,269766,,bags
1435397484578,448742,view,219437,,jewelry
1433993092615,129394,view,181106,,shoes
1437443140437,117629,view,362896,,jewelry
1439144766763,1294181,view,225585,,shoes
1438735316189,825938,view,58888,,jewelry
1439527179305,8341,view,98001,,clothing
1435018584995,511870,view,425067,,clothing
1434756217287,922967,addtocart,275559,,clothing
1436912968636,1279841,view,112492,,jewelry
1439705917143,782180,view,387028,,bags
1433989849761,55386,view,36764,,shoes
1435780213604,1185811,view,81310,,jewelry
1431460737070,782882,view,42955,,bags
1437941204294,689364,view,117947,,clothing
1431923543055,222456,view,192707,,shoes
1435790535303,609115,view,299222,,jewelry
1436766423781,342681,view,96007,,bags
1436915143679,1000428,view,364603,,accessories
